0,1,2,0.17,0.4
265,1,2,0.46,0.2
266,1,2,0.43,0.1
267,1,2,0.44,0.2
268,1,2,0.48,0.1
269,1,2,0.45,0.3
270,1,2,0.45,0.1
271,1,2,0.46,0.3
272,1,2,0.45,0.2
273,1,2,0.44,0.1
274,1,2,0.46,0.2
275,1,2,0.45,0.5
276,1,2,0.43,0.1
277,1,2,0.45,0.1
278,1,2,0.44,0.2
279,1,2,0.41,0.2
280,1,2,0.44,0.4
281,1,2,0.44,0.1
282,1,2,0.45,0.3
283,1,2,0.45,0.3
284,1,2,0.44,0.1
285,1,2,0.44,0.3
286,1,2,0.43,0.2
287,1,2,0.45,0.4
288,1,2,0.48,0.2
289,1,2,0.43,0.3
290,1,2,0.44,0.1
291,1,2,0.44,0.4
292,1,2,0.45,0.1
293,1,2,0.45,0.4
294,1,2,0.43,0.3
295,1,2,0.44,0.1
296,1,2,0.44,0.1
297,1,2,0.45,0.3
298,1,2,0.45,0.4
299,1,2,0.45,0.1
300,1,2,0.46,0.4
301,1,2,0.48,0.1
302,1,2,0.42,0.1
303,1,2,0.43,0.1
304,1,2,0.41,0.1
305,1,2,0.46,0.3
306,1,2,0.43,0.1
307,1,2,0.44,0.1
308,1,2,0.44,0.1
309,1,2,0.42,0.1
310,1,2,0.46,0.4
311,1,2,0.43,0.3
312,1,2,0.45,0.3
313,1,2,0.45,0.4
314,1,2,0.44,0.1
315,1,2,0.47,0.2
316,1,2,0.44,0.1
317,1,2,0.44,0.2
318,1,2,0.46,0.1
319,1,2,0.43,0.1
320,1,2,0.43,0.1
321,1,2,0.44,0.3
322,1,2,0.42,0.1
323,1,2,0.44,0.1
324,1,2,0.45,0.2
325,1,2,0.45,0.3
326,1,2,0.44,0.4
327,1,2,0.44,0.1
328,1,2,0.44,0.4
329,1,2,0.44,0.1
330,1,2,0.44,0.1
331,1,2,0.43,0.3
332,1,1,0.23,0.4
333,1,1,0.22,0.3
334,1,1,0.21,0.2
335,1,2,0.16,0.2
336,1,2,0.22,0.4
337,1,2,0.19,0.5
338,1,2,0.19,0.3
339,1,2,0.19,0.4
340,1,2,0.23,0.4
341,1,2,0.19,0.2
342,1,2,0.18,0.3
343,1,2,0.19,0.3
344,1,2,0.18,0.3
345,1,2,0.19,0.3
346,1,3,0.17,0.2
347,1,3,0.2,0.4
348,1,3,0.17,0.2
349,1,3,0.17,0.5
350,1,3,0.16,0.2
351,1,2,0.24,0.5
352,1,2,0.19,0.3
353,1,2,0.19,0.4
354,1,2,0.19,0.4
355,1,2,0.18,0.2
356,1,2,0.19,0.4
357,1,2,0.18,0.5
358,1,2,0.17,0.3
359,1,2,0.19,0.3
360,1,2,0.24,0.4
361,1,2,0.18,0.4
362,1,2,0.19,0.4
363,1,2,0.19,0.5
364,1,2,0.19,0.5
365,1,2,0.19,0.3
366,1,2,0.16,0.2
367,1,2,0.17,0.3
368,1,2,0.19,0.3
369,1,2,0.18,0.2
370,1,2,0.17,0.3
371,1,2,0.19,0.4
372,1,3,0.2,0.4
373,1,3,0.16,0.3
374,1,3,0.19,0.2
375,1,3,0.16,0.4
376,1,3,0.17,0.2
377,1,3,0.19,0.2
378,1,3,0.15,0.2
379,1,3,0.16,0.2
380,1,3,0.16,0.2
381,1,3,0.17,0.2
382,1,1,0.22,0.2
383,1,3,0.17,0.2
384,1,3,0.18,0.3
385,1,3,0.16,0.2
386,1,3,0.19,0.2
387,1,3,0.17,0.5
388,1,3,0.18,0.4
389,1,3,0.17,0.5
390,1,3,0.16,0.5
391,1,3,0.16,0.2
392,1,3,0.16,0.2
393,1,3,0.16,0.4
394,1,2,0.22,0.3
395,1,3,0.15,0.2
396,1,3,0.16,0.2
397,1,3,0.18,0.2
398,1,3,0.21,0.4
399,1,3,0.19,0.5
400,1,3,0.16,0.3
401,1,3,0.16,0.5
402,1,3,0.17,0.2
403,1,3,0.17,0.5
404,1,3,0.15,0.5
405,1,3,0.16,0.2
406,1,3,0.16,0.2
407,1,3,0.16,0.2
408,1,3,0.16,0.2
409,1,3,0.16,0.4
410,1,3,0.18,0.4
411,1,3,0.17,0.4
412,1,3,0.16,0.5
413,1,3,0.17,0.2
414,1,3,0.17,0.4
415,1,3,0.21,0.3
416,1,2,0.17,0.4
417,1,2,0.19,0.4
418,1,2,0.18,0.4
419,1,2,0.26,0.3
420,1,2,0.18,0.4
421,1,2,0.18,0.3
422,1,2,0.18,0.5
423,1,2,0.17,0.2
424,1,2,0.19,0.5
425,1,2,0.18,0.5
426,1,2,0.2,0.3
427,1,2,0.19,0.4
428,1,2,0.19,0.3
429,1,2,0.2,0.5
430,1,2,0.18,0.4
431,1,2,0.19,0.3
432,1,2,0.19,0.3
433,1,2,0.19,0.5
434,1,2,0.19,0.3
435,1,2,0.19,0.5
436,1,2,0.18,0.4
437,1,2,0.19,0.4
438,1,2,0.19,0.5
439,1,2,0.2,0.5
440,1,2,0.21,0.3
441,1,2,0.19,0.3
442,1,2,0.17,0.4
443,1,2,0.17,0.4
444,1,2,0.18,0.3
445,1,2,0.19,0.4
446,1,2,0.19,0.3
447,1,2,0.18,0.3
448,1,2,0.17,0.3
449,1,2,0.18,0.5
450,1,2,0.19,0.3
451,1,2,0.18,0.2
452,1,2,0.2,0.5
453,1,2,0.18,0.3
454,1,2,0.18,0.5
455,1,2,0.19,0.3
456,1,2,0.17,0.3
457,1,2,0.19,0.4
458,1,2,0.21,0.4
459,1,2,0.16,0.2
460,1,2,0.18,0.3
461,1,2,0.22,0.3
462,1,3,0.19,0.3
463,1,3,0.17,0.4
464,1,3,0.15,0.4
465,1,3,0.18,0.4
466,1,3,0.16,0.4
467,1,2,0.16,0.2
468,1,2,0.19,0.5
469,1,2,0.2,0.4
470,1,2,0.18,0.4
471,1,2,0.18,0.4
472,1,2,0.18,0.3
473,1,2,0.18,0.3
474,1,2,0.18,0.4
475,1,2,0.17,0.2
476,1,2,0.18,0.4
477,1,2,0.23,0.5
478,1,2,0.19,0.4
479,1,2,0.2,0.5
480,1,2,0.19,0.4
481,1,2,0.18,0.3
482,1,2,0.2,0.5
483,1,2,0.18,0.3
484,1,2,0.19,0.5
485,1,2,0.2,0.4
486,1,2,0.17,0.4
487,1,2,0.18,0.4
488,1,2,0.17,0.2
489,1,2,0.24,0.5
490,1,2,0.19,0.5
491,1,2,0.18,0.5
492,1,2,0.17,0.4
493,1,2,0.2,0.5
494,1,2,0.18,0.4
495,1,2,0.18,0.4
496,1,2,0.19,0.5
497,1,2,0.18,0.4
498,1,3,0.19,0.4
499,1,3,0.16,0.5
500,1,3,0.2,0.2
501,1,3,0.18,0.5
502,1,3,0.17,0.2
503,1,3,0.17,0.3
504,1,3,0.17,0.2
505,1,3,0.15,0.2
506,1,3,0.17,0.2
507,1,3,0.16,0.2
508,1,3,0.2,0.2
509,1,3,0.17,0.3
510,1,3,0.16,0.4
511,1,3,0.23,0.2
512,1,3,0.16,0.2
513,1,3,0.17,0.3
514,1,3,0.15,0.2
515,1,3,0.23,0.2
516,1,3,0.17,0.2
517,1,3,0.15,0.2
518,1,3,0.17,0.2
519,1,3,0.17,0.2
520,1,3,0.17,0.2
521,1,3,0.19,0.2
522,1,3,0.17,0.3
523,1,3,0.16,0.2
524,1,3,0.17,0.4
525,1,3,0.16,0.2
526,1,3,0.17,0.4
527,1,3,0.15,0.2
528,1,3,0.19,0.2
529,1,3,0.17,0.2
530,1,3,0.16,0.2
531,1,3,0.17,0.2
532,1,3,0.15,0.4
533,1,3,0.17,0.2
534,1,3,0.18,0.5
535,1,3,0.19,0.2
536,1,3,0.16,0.2
537,1,3,0.15,0.2
538,1,3,0.16,0.5
539,1,3,0.19,0.4
540,1,3,0.2,0.2
541,1,3,0.17,0.5
542,1,1,0.22,0.4
543,1,1,0.21,0.2
544,1,1,0.22,0.4
545,1,1,0.23,0.2
546,1,1,0.22,0.2
547,1,1,0.23,0.5
548,1,1,0.21,0.4
549,1,1,0.23,0.4
550,1,1,0.23,0.5
551,1,1,0.23,0.4
552,1,1,0.22,0.4
553,1,1,0.21,0.2
554,1,1,0.22,0.5
555,1,1,0.22,0.3
556,1,1,0.24,0.5
557,1,1,0.21,0.2
558,1,1,0.21,0.4
559,1,1,0.22,0.5
560,1,1,0.21,0.2
561,1,1,0.22,0.4
562,1,3,0.17,0.2
563,1,3,0.16,0.2
564,1,3,0.18,0.2
565,1,3,0.19,0.3
566,1,3,0.17,0.4
567,1,3,0.18,0.2
568,1,3,0.18,0.5
569,1,3,0.15,0.2
570,1,1,0.23,0.5
571,1,1,0.23,0.5
572,1,1,0.21,0.2
573,1,1,0.21,0.2
574,1,1,0.21,0.3
575,1,1,0.23,0.5
576,1,1,0.22,0.3
577,1,1,0.23,0.5
578,1,1,0.22,0.5
579,1,3,0.16,0.2
580,1,3,0.16,0.4
581,1,3,0.19,0.5
582,1,3,0.19,0.4
583,1,3,0.17,0.2
584,1,3,0.19,0.5
585,1,3,0.16,0.2
586,1,3,0.17,0.2
587,1,3,0.17,0.5
588,1,3,0.15,0.2
589,1,3,0.21,0.4
590,1,3,0.18,0.4
591,1,3,0.17,0.2
592,1,3,0.17,0.4
593,1,3,0.17,0.3
594,1,3,0.22,0.3
595,1,3,0.17,0.4
596,1,3,0.15,0.2
597,1,3,0.16,0.2
598,1,3,0.16,0.3
599,1,3,0.2,0.4
600,1,3,0.16,0.4
601,1,3,0.18,0.4
602,1,3,0.15,0.2
603,1,3,0.15,0.2
604,1,3,0.15,0.3
605,1,3,0.2,0.5
606,1,3,0.16,0.2
607,1,3,0.16,0.5
608,1,3,0.15,0.2
609,1,3,0.2,0.2
610,1,3,0.17,0.3
611,1,3,0.16,0.5
612,1,3,0.15,0.2
613,1,3,0.16,0.5
614,1,3,0.17,0.4
615,1,3,0.17,0.4
616,1,3,0.19,0.4
617,1,3,0.17,0.2
618,1,3,0.2,0.2
619,1,3,0.17,0.2
620,1,3,0.16,0.2
621,1,3,0.19,0.2
622,1,3,0.19,0.5
623,1,3,0.18,0.2
624,1,3,0.19,0.4
625,1,3,0.16,0.4
626,1,3,0.17,0.4
627,1,3,0.18,0.2
628,1,3,0.16,0.3
629,1,3,0.16,0.2
630,1,3,0.18,0.5
631,1,3,0.15,0.5
632,1,3,0.17,0.3
633,1,3,0.18,0.4
634,1,3,0.16,0.3
635,1,3,0.17,0.2
636,1,3,0.15,0.4
637,1,3,0.21,0.3
638,1,3,0.18,0.5
639,1,3,0.16,0.4
640,1,3,0.16,0.4
641,1,3,0.2,0.5
642,1,3,0.22,0.2
643,1,3,0.16,0.4
644,1,3,0.17,0.2
645,1,3,0.21,0.2
646,1,3,0.17,0.4
647,1,3,0.18,0.3
648,1,3,0.15,0.2
649,1,3,0.15,0.2
650,1,3,0.19,0.5
651,1,3,0.17,0.2
652,1,3,0.17,0.4
653,1,3,0.2,0.2
654,1,3,0.19,0.2
655,1,3,0.16,0.4
656,1,3,0.17,0.3
657,1,3,0.17,0.2
658,1,3,0.16,0.3
659,1,3,0.16,0.4
660,1,3,0.16,0.4
661,1,3,0.21,0.2
662,2,2,0.43,0.3
663,2,2,0.18,0.4
664,2,2,0.19,0.4
665,2,2,0.2,0.3
666,2,2,0.21,0.3
667,2,2,0.26,0.3
668,55,1,0.3,0.3
669,55,1,0.3,0.4
670,55,1,0.45,0.5
671,55,1,0.31,0.5
672,55,1,0.32,0.4
673,55,1,0.32,0.4
674,55,1,0.32,0.4
675,55,1,0.32,0.3
676,55,1,0.3,0.3
677,55,1,0.31,0.3
678,55,1,0.34,0.3
679,55,1,0.32,0.4
680,55,1,0.32,0.5
681,55,1,0.32,0.4
682,55,1,0.32,0.4
683,55,1,0.31,0.3
684,55,2,0.48,0.3
685,55,2,0.49,0.2
686,55,2,0.47,0.2
687,55,2,0.48,0.4
688,55,2,0.49,0.4
689,55,1,0.31,0.3
690,55,1,0.4,0.5
691,55,1,0.33,0.5
692,55,2,0.23,0.1
693,55,1,0.33,0.5
694,55,3,0.18,0.2
695,55,2,0.16,0.2
696,55,3,0.25,0.1
697,55,2,0.17,0.3
698,55,3,0.17,0.1
699,55,3,0.17,0.3
700,55,1,0.32,0.5
701,55,3,0.21,0.2
702,55,3,0.2,0.2
703,55,2,0.4,0.2
704,55,2,0.38,0.2
705,55,2,0.42,0.5
706,55,2,0.39,0.5
707,55,2,0.42,0.4
708,55,2,0.38,0.2
709,55,2,0.5,0.3
710,55,2,0.36,0.3
711,55,2,0.39,0.4
712,55,2,0.4,0.3
713,55,2,0.4,0.3
714,55,2,0.42,0.5
715,55,2,0.39,0.3
716,55,2,0.34,0.3
717,55,2,0.44,0.5
718,55,3,0.21,0.3
719,55,3,0.16,0.2
720,55,3,0.19,0.2
721,55,3,0.22,0.3
722,55,2,0.36,0.2
723,55,3,0.18,0.2
724,55,3,0.16,0.1
725,55,1,0.32,0.5
726,55,2,0.43,0.2
727,55,2,0.4,0.4
728,55,2,0.37,0.3
729,55,2,0.43,0.4
730,55,2,0.43,0.3
731,55,2,0.41,0.4
732,55,2,0.41,0.5
733,55,2,0.37,0.2
734,55,2,0.4,0.3
735,55,2,0.38,0.2
736,55,2,0.35,0.2
737,55,2,0.39,0.3
738,55,2,0.39,0.4
739,55,2,0.38,0.2
740,55,4,0.41,0.5
741,55,3,0.15,0.3
742,55,2,0.18,0.3
743,55,3,0.17,0.1
744,55,2,0.18,0.3
745,55,3,0.2,0.1
746,55,3,0.14,0.1
747,55,3,0.15,0.1
748,55,2,0.16,0.1
749,55,2,0.18,0.2
750,55,3,0.15,0.2
751,55,3,0.17,0.2
752,55,3,0.18,0.1
753,55,1,0.36,0.5
754,55,2,0.4,0.2
755,55,2,0.43,0.3
756,55,1,0.32,0.5
757,55,1,0.32,0.5
758,55,1,0.33,0.5
759,55,1,0.31,0.4
760,55,1,0.31,0.5
761,55,1,0.36,0.4
762,55,1,0.43,0.3
763,55,1,0.31,0.3
764,55,1,0.33,0.4
765,55,1,0.31,0.3
766,55,1,0.33,0.4
767,55,1,0.3,0.4
768,55,1,0.31,0.4
769,55,1,0.32,0.3
770,55,1,0.31,0.3
771,55,1,0.29,0.5
772,55,1,0.35,0.5
773,55,1,0.29,0.5
774,55,1,0.32,0.5
775,55,1,0.42,0.4
776,55,1,0.31,0.3
777,55,1,0.32,0.3
778,55,1,0.31,0.4
779,55,1,0.34,0.5
780,55,1,0.31,0.4
781,55,1,0.32,0.3
782,55,1,0.31,0.3
783,55,1,0.3,0.4
784,55,2,0.44,0.5
785,55,1,0.29,0.4
786,55,1,0.31,0.5
787,55,2,0.37,0.3
788,55,2,0.42,0.4
789,55,2,0.39,0.3
790,55,2,0.41,0.4
791,55,2,0.39,0.2
792,55,2,0.39,0.2
793,55,2,0.5,0.3
794,55,4,0.41,0.1
795,55,1,0.3,0.5
796,55,1,0.29,0.5
797,55,1,0.32,0.4
798,55,1,0.29,0.3
799,55,1,0.3,0.4
800,55,1,0.3,0.3
801,55,1,0.31,0.4
802,55,1,0.29,0.3
803,55,1,0.32,0.3
804,55,1,0.29,0.3
805,55,1,0.31,0.4
806,55,1,0.31,0.3
807,55,1,0.34,0.5
808,55,1,0.47,0.5
809,55,1,0.31,0.3
810,55,1,0.28,0.3
811,55,1,0.31,0.5
812,55,1,0.3,0.4
813,55,1,0.29,0.3
814,55,1,0.33,0.4
815,55,1,0.36,0.5
816,55,2,0.38,0.3
817,55,1,0.31,0.5
818,55,3,0.15,0.1
819,55,3,0.17,0.1
820,55,3,0.17,0.3
821,55,3,0.17,0.1
822,55,2,0.19,0.2
823,55,3,0.17,0.2
824,55,3,0.17,0.3
825,55,2,0.17,0.1
826,55,3,0.16,0.2
827,55,3,0.17,0.1
828,55,2,0.5,0.3
829,55,2,0.5,0.4
830,55,3,0.17,0.1
831,55,3,0.17,0.2
832,55,3,0.17,0.2
833,55,2,0.17,0.3
834,55,3,0.18,0.3
835,55,3,0.18,0.2
836,55,3,0.19,0.1
837,55,3,0.17,0.1
838,55,3,0.17,0.2
839,55,3,0.23,0.3
840,55,2,0.15,0.1
841,55,1,0.29,0.3
842,55,1,0.32,0.4
843,55,1,0.3,0.3
844,55,1,0.29,0.4
845,55,3,0.17,0.2
846,55,1,0.28,0.3
847,55,2,0.18,0.2
848,55,2,0.17,0.3
849,55,1,0.32,0.5
850,55,1,0.32,0.4
851,55,1,0.3,0.3
852,55,1,0.34,0.5
853,55,1,0.31,0.3
854,55,1,0.29,0.3
855,55,1,0.28,0.3
856,55,1,0.29,0.3
857,55,1,0.3,0.5
858,55,1,0.31,0.5
859,55,1,0.3,0.5
860,55,1,0.32,0.5
861,55,1,0.33,0.3
862,55,2,0.19,0.4
863,55,3,0.16,0.2
864,55,2,0.19,0.4
865,55,3,0.18,0.1
866,55,3,0.17,0.3
867,55,2,0.18,0.1
868,55,3,0.18,0.3
869,55,3,0.16,0.2
870,55,3,0.17,0.3
871,55,3,0.17,0.2
872,55,2,0.15,0.2
873,55,3,0.16,0.2
874,55,3,0.17,0.3
875,55,3,0.2,0.3
876,55,2,0.15,0.1
877,55,1,0.32,0.4
878,55,1,0.32,0.5
879,55,1,0.31,0.3
880,55,1,0.31,0.5
881,55,1,0.33,0.5
882,55,1,0.29,0.3
883,55,1,0.4,0.4
884,55,1,0.3,0.5
885,55,1,0.3,0.4
886,55,1,0.3,0.3
887,55,1,0.29,0.4
888,55,1,0.3,0.4
889,55,1,0.31,0.4
890,55,1,0.32,0.5
891,55,1,0.3,0.4
892,55,1,0.33,0.5
893,55,1,0.44,0.3
894,55,1,0.43,0.3
895,55,1,0.3,0.3
896,55,1,0.35,0.5
897,55,1,0.31,0.5
898,55,1,0.34,0.5
899,55,1,0.32,0.5
900,55,1,0.36,0.3
901,55,1,0.3,0.3
902,55,1,0.32,0.3
903,55,1,0.3,0.5
904,55,1,0.38,0.3
905,55,1,0.31,0.5
906,55,1,0.31,0.5
907,55,1,0.44,0.3
908,55,1,0.35,0.5
909,55,1,0.31,0.5
910,55,1,0.3,0.5
911,55,1,0.32,0.4
912,55,1,0.3,0.4
913,55,1,0.32,0.4
914,55,1,0.35,0.3
915,55,1,0.3,0.4
916,55,1,0.42,0.4
917,55,1,0.35,0.5
918,55,1,0.3,0.4
919,55,1,0.47,0.4
920,55,1,0.35,0.5
921,55,1,0.31,0.3
922,55,1,0.39,0.3
923,55,1,0.32,0.3
924,55,1,0.32,0.5
925,55,1,0.32,0.3
926,55,1,0.32,0.3
927,55,1,0.33,0.4
928,55,1,0.29,0.3
929,55,1,0.31,0.5
930,55,1,0.33,0.3
931,55,1,0.32,0.4
932,55,1,0.32,0.4
933,55,1,0.29,0.4
934,55,1,0.37,0.5
935,55,1,0.31,0.4
936,55,1,0.3,0.4
937,55,1,0.32,0.4
938,55,1,0.29,0.3
939,56,1,0.31,0.3
940,78,2,0.36,0.3
941,78,2,0.38,0.1
942,78,2,0.35,0.3
943,78,2,0.36,0.3
944,78,2,0.37,0.2
945,78,2,0.37,0.1
946,78,2,0.34,0.2
947,78,2,0.47,0.1
948,78,2,0.36,0.3
949,78,2,0.36,0.1
950,78,2,0.34,0.1
951,78,2,0.37,0.1
952,78,2,0.38,0.1
953,78,2,0.38,0.3
954,78,2,0.34,0.4
955,78,2,0.36,0.1
956,78,2,0.39,0.1
957,78,2,0.38,0.1
958,78,2,0.42,0.1
959,78,2,0.37,0.3
960,78,2,0.22,0.4
961,78,2,0.4,0.4
962,78,2,0.24,0.4
963,78,2,0.22,0.4
964,78,2,0.35,0.1
965,78,2,0.35,0.1
966,78,2,0.38,0.4
967,78,2,0.41,0.1
968,78,2,0.37,0.1
969,78,2,0.25,0.4
970,78,2,0.37,0.4
971,78,2,0.35,0.1
972,78,2,0.34,0.1
973,78,2,0.37,0.2
974,78,2,0.35,0.4
975,78,2,0.37,0.1
976,78,2,0.35,0.1
977,78,2,0.34,0.1
978,78,2,0.36,0.2
979,78,2,0.34,0.1
980,78,2,0.45,0.1
981,78,2,0.36,0.1
982,78,2,0.36,0.1
983,78,2,0.37,0.1
984,78,2,0.35,0.2
985,78,2,0.35,0.3
986,78,2,0.37,0.2
987,78,2,0.36,0.1
988,78,2,0.32,0.1
989,78,2,0.37,0.1
990,78,2,0.36,0.1
991,78,2,0.39,0.1
992,78,2,0.37,0.2
993,78,2,0.42,0.2
994,78,2,0.21,0.4
995,78,2,0.22,0.2
996,78,2,0.28,0.4
997,78,2,0.26,0.5
998,78,2,0.21,0.2
